Date,URL,Title,Source,Country,LABEL,Cleaned_Title
20201208T204500Z,https://gcaptain.com/one-apus-arrives-in-kobe-revealing-cargo-loss-of-epic-proportions/,"ONE Apus Arrives in Kobe , Revealing Cargo Loss of Epic Proportions â€“ gCaptain",gcaptain.com,United States,6,one apus arrives kobe revealing cargo loss epic proportion â€ “ gcaptain
20201124T004500Z,https://island.lk/hip-helps-ease-congestion-at-colombo-port/,HIP helps ease congestion at Colombo Port,island.lk,Sri Lanka,4,hip help ease congestion colombo port
20201122T231500Z,http://www.dailymirror.lk/business-news/Hambantota-Port-helps-ease-Colombo-Port-congestion/273-200381,Daily Mirror - Hambantota Port helps ease Colombo Port congestion,dailymirror.lk,Sri Lanka,4,daily mirror hambantota port help ease colombo port congestion
20201220T203000Z,https://www.zerohedge.com/markets/shippers-blame-carriers-entirely-predictable-us-container-graveyard,Shippers Blame Carriers For Entirely Predictable US Container Graveyard,zerohedge.com,United States,12,shipper blame carrier entirely predictable u container graveyard
20201028T130000Z,https://www.porttechnology.org/news/apmt-welcomes-largest-vessel-to-call-at-a-vietnamese-port/,APMT welcomes largest vessel to call at a Vietnamese port - Port Technology International,porttechnology.org,China,12,apmt welcome largest vessel call vietnamese port port technology international
20201221T100000Z,https://www.nzherald.co.nz/hawkes-bay-today/news/fire-ship-remains-in-port-at-napier/YWPRA4N2KVGC3AZRXYY5IG7AIU/,Fire ship remains in port at Napier,nzherald.co.nz,New Zealand,8,fire ship remains port napier
20201031T084500Z,https://www.hellenicshippingnews.com/cmit-receives-largest-container-vessel-in-vietnams-history/,CMIT receives largest container vessel in Vietnam history | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,12,cmit receives largest container vessel vietnam history hellenic shipping news worldwide
20201214T143000Z,https://www.daily-sun.com/post/523739/Oil-tanker-BW-Rhine-hit-by-explosion-at-Saudi-port-of-Jeddah,Oil tanker BW Rhine hit by explosion at Saudi port of Jeddah - 523739,daily-sun.com,Bangladesh,8,oil tanker bw rhine hit explosion saudi port jeddah 523739
20201120T081500Z,https://www.marineinsight.com/know-more/10-major-ports-in-dubai-and-the-united-arab-emirates/,10 Major Ports in Dubai and the United Arab Emirates,marineinsight.com,United States,12,10 major port dubai united arab emirate
20201218T004500Z,http://www.msn.com/en-nz/news/national/everyone-accounted-for-as-11-fire-crews-battle-to-get-napier-port-ship-blaze-under-control/ar-BB1c1odC,  Everyone accounted for  as 11 fire crews battle to get Napier Port ship blaze under control,msn.com,United States,8,everyone accounted 11 fire crew battle get napier port ship blaze control
20201103T073000Z,http://jamaica-gleaner.com/article/shipping/20201027/bunkering-fuelling-jamaicas-maritime-trade,Bunkering : Fuelling Jamaica maritime trade | Shipping,jamaica-gleaner.com,Jamaica,12,bunkering fuelling jamaica maritime trade shipping
20201005T144500Z,https://www.hellenicshippingnews.com/egypt-mulls-operating-multipurpose-terminal-in-alexandria-port-with-singapore/,Egypt mulls operating multipurpose terminal in Alexandria Port with Singapore | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,12,egypt mull operating multipurpose terminal alexandria port singapore hellenic shipping news worldwide
20201127T191500Z,http://www.ft.lk/front-page/Colombo-Port-congestion-50-000-TEU-logjam-drives-delays-and-rate-hikes/44-709483,"Colombo Port congestion : 50 , 000 TEU logjam drives delays and rate hikes",ft.lk,Sri Lanka,4,colombo port congestion 50 000 teu logjam drive delay rate hike
20201221T170000Z,https://www.marineinsight.com/shipping-news/maersk-urges-global-action-after-ship-hijacked-in-gulf-of-guinea/,Maersk Urges Global Action After Ship Attacked In Gulf Of Guinea,marineinsight.com,United States,12,maersk urge global action ship attacked gulf guinea
20201220T234500Z,https://www.hellenicshippingnews.com/asia-holds-sway-over-container-ports/,Asia holds sway over container ports | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,12,asia hold sway container port hellenic shipping news worldwide
20201008T184500Z,https://www.wsj.com/articles/russias-siberian-waters-see-record-ship-traffic-as-ice-melt-accelerates-11602180850,Russia Siberian Waters See Record Ship Traffic as Ice Melt Accelerates,wsj.com,United States,12,russia siberian water see record ship traffic ice melt accelerates
20201022T104500Z,https://www.seatrade-maritime.com/casualty/investigation-identifies-series-errors-maersk-honam-loss,Investigation identifies series of errors in Maersk Honam loss,seatrade-maritime.com,China,12,investigation identifies series error maersk honam loss
20201015T133000Z,https://www.lloydsloadinglist.com/freight-directory/news/Heavy-September-cargo-rollovers-at-Asian-transhipment-box-ports/77597.htm,Heavy September cargo rollovers at Asian transhipment box ports,lloydsloadinglist.com,United Kingdom,6,heavy september cargo rollover asian transhipment box port
20201201T081500Z,https://mb.com.ph/2020/12/01/ictsi-iraq-delivers-record-performance/,ICTSI Iraq delivers record performance,mb.com.ph,Philippines,12,ictsi iraq delivers record performance
20201208T230000Z,https://www.freightwaves.com/news/storm-beaten-one-apus-berths-in-japan,Storm - beaten ONE Apus berths in Japan,freightwaves.com,United States,12,storm beaten one apus berth japan
20201027T124500Z,https://www.nhregister.com/news/article/Greek-navy-minesweeper-Portuguese-cargo-ship-15677219.php,Greek navy minesweeper damaged after cargo ship collision,nhregister.com,United States,2,greek navy minesweeper damaged cargo ship collision
20201217T233000Z,https://www.newshub.co.nz/home/new-zealand/2020/12/massive-fire-breaks-out-on-ship-at-napier-port-11-crews-battling-to-get-in-under-control.html,"Massive fire breaks out on ship at Napier Port , 11 crews battling to get in under control",newshub.co.nz,New Zealand,8,massive fire break ship napier port 11 crew battling get control
20201014T141500Z,https://www.porttechnology.org/news/cma-cgm-and-port-of-singapore-break-utilisation-record/,CMA CGM and Port of Singapore break utilisation record - Port Technology International,porttechnology.org,China,12,cma cgm port singapore break utilisation record port technology international
20201004T184500Z,https://www.silive.com/news/2020/10/coast-guard-responds-to-fuel-oil-leak-in-bayonne.html,Coast Guard responds to fuel oil leak in Bayonne,silive.com,United States,12,coast guard responds fuel oil leak bayonne
20201217T001500Z,https://www.freightwaves.com/news/container-ports-are-booming-and-not-just-on-west-coast,Container ports are booming and not just on West Coast,freightwaves.com,United States,12,container port booming west coast
20201231T021500Z,https://www.postnewsgroup.com/tallest-cranes-ever-for-port-of-oakland-arriving-from-china/,Tallest Cranes Ever for Port of Oakland Arriving from China,postnewsgroup.com,United States,12,tallest crane ever port oakland arriving china
20201006T133000Z,https://www.hellenicshippingnews.com/first-cross-port-fuel-supply-service-in-yangtze-delta-a-success/,First cross - port fuel supply service in Yangtze delta a success | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,12,first cross port fuel supply service yangtze delta success hellenic shipping news worldwide
20201209T071500Z,https://www.stuff.co.nz/business/123651033/christmas-cargo-could-add-costs-clogged-traffic-freight-companies,"Christmas cargo could add costs , clogged traffic : freight companies",stuff.co.nz,New Zealand,6,christmas cargo could add cost clogged traffic freight company
20201028T161500Z,https://www.seattlepi.com/news/article/Ship-captain-arrested-after-collision-with-Greek-15681299.php,Ship captain arrested after collision with Greek warship,seattlepi.com,United States,2,ship captain arrested collision greek warship
20201027T084500Z,https://www.msn.com/en-gb/news/world/greek-navy-minesweeper-portuguese-cargo-ship-collide/ar-BB1aqqR2,"Greek navy minesweeper , Portuguese cargo ship collide",msn.com,United States,6,greek navy minesweeper portuguese cargo ship collide
20201009T164500Z,https://allafrica.com/stories/202010090392.html,Nigeria : Elixir to Port Congestion,allafrica.com,Nigeria,4,nigeria elixir port congestion
20201218T061500Z,https://www.nzherald.co.nz/hawkes-bay-today/news/napier-port-ship-fire-crew-back-on-board-after-blaze/YNBJ76AM5YGU376MTY5HDYJUGU/,Napier Port ship fire : Crew back on board after blaze,nzherald.co.nz,New Zealand,8,napier port ship fire crew back board blaze
20201214T143000Z,https://www.middleeastmonitor.com/20201214-explosion-on-ship-leaving-saudi-arabia-caused-by-an-external-source/,Explosion on ship leaving Saudi Arabia caused by an  external source  ,middleeastmonitor.com,Israel,8,explosion ship leaving saudi arabia caused external source
20201202T133000Z,https://en.portnews.ru/news/305640/,FESCO Ð¸ DB Ð¡argo send first container train from Europe to China through Brest and Vladivostok,en.portnews.ru,,12,fesco ð¸ db ð¡argo send first container train europe china brest vladivostok
20201027T154500Z,https://www.hellenicshippingnews.com/cai-mep-international-terminal-receives-ultra-large-container-ship/,Cai Mep International Terminal receives ultra - large container ship | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,12,cai mep international terminal receives ultra large container ship hellenic shipping news worldwide
20201209T120000Z,https://www.dailymail.co.uk/news/article-9034281/Cargo-ship-suffers-epic-losses-2-000-containers-topple-storm-en-route-Japan.html,"Cargo ship suffers epic losses after 2 , 000 containers topple over during a storm en route to Japan",dailymail.co.uk,United Kingdom,6,cargo ship suffers epic loss 2 000 container topple storm en route japan
20201206T193000Z,https://www.zerohedge.com/economics/ship-returning-japan-after-losing-record-number-containers-crossing-pacific,Ship Returning To Japan After Losing Record Number Of Containers While Crossing The Pacific,zerohedge.com,United States,12,ship returning japan losing record number container crossing pacific
20201214T151500Z,https://www.telegraph.co.uk/news/2020/12/14/blast-tanker-saudi-port-caused-external-source/,Blast on tanker in Saudi port caused by  external source  ,telegraph.co.uk,United Kingdom,12,blast tanker saudi port caused external source
20201201T030000Z,https://www.newindianexpress.com/states/andhra-pradesh/2020/dec/01/visakhapatnam-port-handles-bigger-vessel-2230245.html,Visakhapatnam port handles bigger vessel,newindianexpress.com,India,12,visakhapatnam port handle bigger vessel
20201214T101500Z,https://www.bangkokpost.com/world/2035143/explosion-rocks-singapore-flagged-tanker-off-saudi-port,Explosion rocks Singapore - flagged tanker off Saudi port,bangkokpost.com,Thailand,8,explosion rock singapore flagged tanker saudi port
20201010T041500Z,https://island.lk/sea-of-indecision-strikes-capacity-enhancement/,Sea of indecision strikes capacity enhancement,island.lk,Sri Lanka,12,sea indecision strike capacity enhancement
20201202T180000Z,https://www.nzherald.co.nz/business/big-visitor-to-northport-is-bringing-christmas-to-auckland/ER2LUCPTONNB4WY5NQGDYJ6SN4/,Big visitor to Northport is bringing Christmas to Auckland,nzherald.co.nz,New Zealand,12,big visitor northport bringing christmas auckland
20201224T160000Z,https://www.thecable.ng/ibom-deep-sea-port-emmanuels-final-industrialisation-trade-secret,Ibom Deep Sea Port : Emmanuel final industrialisation trade secret,thecable.ng,Nigeria,12,ibom deep sea port emmanuel final industrialisation trade secret
20201026T073000Z,https://www.bournemouthecho.co.uk/news/18821570.tanker-hijacking-sbs-forces-poole-storm-ship/,Tanker  hijacking : SBS forces from Poole storm ship,bournemouthecho.co.uk,United Kingdom,3,tanker hijacking sb force poole storm ship
20201029T111500Z,https://tribuneonlineng.com/how-endsars-protests-rendered-lagos-ports-unproductive/,How # EndSARS protests rendered Lagos ports unproductive,tribuneonlineng.com,Nigeria,12,endsars protest rendered lagos port unproductive
20201214T110000Z,https://news.sky.com/story/explosion-on-oil-tanker-off-saudi-arabia-caused-by-external-force-12160927,Explosion on oil tanker off Saudi Arabia caused by  external force  ,news.sky.com,United Kingdom,8,explosion oil tanker saudi arabia caused external force
20201206T111500Z,https://www.thehindubusinessline.com/economy/logistics/cochin-port-trust-takes-advantage-of-ongoing-congestion-at-colombo-port/article33263022.ece,Cochin Port Trust takes advantage of ongoing congestion at Colombo Port,thehindubusinessline.com,India,4,cochin port trust take advantage ongoing congestion colombo port
20201026T081500Z,https://news.sky.com/story/special-forces-did-exemplary-job-ending-a-suspected-tanker-hijacking-minister-says-12114822,"Special forces did  exemplary job  ending suspected tanker hijacking and crew are now safe , minister says",news.sky.com,United Kingdom,3,special force exemplary job ending suspected tanker hijacking crew safe minister say
20201214T073000Z,https://www.ksat.com/news/2020/12/14/external-source-causes-oil-tanker-blast-off-saudi-arabia/,  External source  causes oil tanker blast off Saudi Arabia,ksat.com,United States,12,external source cause oil tanker blast saudi arabia
20201105T113000Z,https://mb.com.ph/2020/11/05/vessel-operations-resume-in-several-routes-in-catanduanes/,Vessel operations resume in several routes in Catanduanes,mb.com.ph,Philippines,12,vessel operation resume several route catanduanes
20201209T030000Z,https://www.tradewindsnews.com/containerships/emergency-services-brought-in-as-one-apus-docks-in-japan/2-1-926781,Emergency services brought in as ONE Apus docks in Japan,tradewindsnews.com,China,12,emergency service brought one apus dock japan
20201122T061500Z,https://www.lankabusinessonline.com/hambantota-international-port-helps-ease-congestion-at-colombo-port/,Hambantota International Port helps ease congestion at Colombo Port,lankabusinessonline.com,Sri Lanka,4,hambantota international port help ease congestion colombo port
20201201T090000Z,https://www.indiatimes.com/trending/social-relevance/the-oslo-largest-cargo-ship-visakhapatnam-port-528691.html,  The Oslo  Arrives At Visakhapatnam Port,indiatimes.com,India,12,oslo arrives visakhapatnam port
20201008T104500Z,https://www.nbb.be/en/articles/belgian-ports-were-still-enjoying-favourable-headwinds-2019-covid-19-storm-hit,"Belgian ports were still enjoying favourable headwinds in 2019 , before COVID - 19 storm hit",nbb.be,Belgium,12,belgian port still enjoying favourable headwind 2019 covid 19 storm hit
20201201T213000Z,https://www.postandcourier.com/moultrie-news/moultrie-news/news/business/authority-chief-sc-port-poised-for-growth/article_d72c0742-30b8-11eb-9beb-eff09191526d.html,Authority chief : SC Port poised for growth,postandcourier.com,United States,12,authority chief sc port poised growth
20201210T131500Z,https://www.thehindubusinessline.com/economy/logistics/exim-trade-in-kochi-seek-more-mainline-ship-service/article33299329.ece,Exim trade in Kochi seek more mainline ship service - The Hindu BusinessLine,thehindubusinessline.com,India,12,exim trade kochi seek mainline ship service hindu businessline
20201123T091500Z,https://www.marineinsight.com/maritime-law/container-seals-importance-types-and-requirements/,"Container Seals - Importance , Types , And Requirements",marineinsight.com,United States,12,container seal importance type requirement
20201221T151500Z,https://www.hellenicshippingnews.com/one-apus-container-loss-shows-need-for-real-time-information/,ONE Apus container loss shows need for  real - time information  | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,6,one apus container loss show need real time information hellenic shipping news worldwide
20201216T060000Z,https://www.straitstimes.com/singapore/singapore-registered-oil-tanker-damaged-in-alleged-attack,Singapore - registered oil tanker damaged in alleged attack,straitstimes.com,Singapore,3,singapore registered oil tanker damaged alleged attack
20201122T190000Z,http://www.colombopage.com/archive_20B/Nov22_1606060399CH.php,Sri Lanka : Hambantota International Port helps ease congestion at Colombo Port,colombopage.com,Sri Lanka,4,sri lanka hambantota international port help ease congestion colombo port
20201205T111500Z,https://abcnews.go.com/International/wireStory/cargo-ship-attacked-off-yemen-unclear-circumstances-74553834,Cargo ship attacked off Yemen under unclear circumstances,abcnews.go.com,United States,3,cargo ship attacked yemen unclear circumstance
20201026T080000Z,https://www.daily-sun.com/post/514098/Record-foreign-ships-dock-in-Mongla-Port,Record foreign ships dock in Mongla Port - 514098,daily-sun.com,Bangladesh,12,record foreign ship dock mongla port 514098
20201214T064500Z,https://www.msn.com/en-us/news/world/oil-tanker-suffers-explosion-after-being-hit-by-e2-80-98external-source-e2-80-99-near-saudi-arabia-e2-80-99s-port-city/ar-BB1bU8DK,Oil tanker suffers explosion after being hit by  external source  near Saudi Arabia port city,msn.com,United States,6,oil tanker suffers explosion hit external source near saudi arabia port city
20201214T070000Z,https://www.msn.com/en-gb/news/world/e2-80-98external-source-e2-80-99-caused-explosion-of-oil-tanker-near-saudi-arabia-owner-says/ar-BB1bU4nw,"  External source  caused explosion of oil tanker near Saudi Arabia , owner says",msn.com,United States,12,external source caused explosion oil tanker near saudi arabia owner say
20201208T151500Z,https://www.chron.com/news/article/Libya-s-east-based-forces-seize-Turkish-owned-15784028.php,Libya east - based forces seize Turkish - owned vessel,chron.com,United States,12,libya east based force seize turkish owned vessel
20201214T054500Z,https://www.timesofisrael.com/explosion-hits-ship-off-saudi-red-sea-port-of-jiddah/,Explosion caused by  external source  hits ship off Saudi Red Sea port of Jiddah,timesofisrael.com,Israel,12,explosion caused external source hit ship saudi red sea port jiddah
20231101T204500Z,https://www.thedailystar.net/news/bangladesh/politics/countrywide-blockade/news/blockade-causing-bottlenecks-container-movement-3459146,Blockade causing bottlenecks in container movement,thedailystar.net,Bangladesh,4,blockade causing bottleneck container movement
20231228T014500Z,https://maritime-executive.com/article/singapore-surpasses-three-billion-gross-tons-for-annual-ship-arrivals,Singapore Surpasses Three Billion Gross Tons for Annual Ship Arrivals,maritime-executive.com,United States,12,singapore surpasses three billion gross ton annual ship arrival
20231125T143000Z,https://www.reuters.com/world/middle-east/israeli-managed-vessel-hit-by-suspected-iranian-drone-us-official-says-2023-11-25/,"Israeli - managed vessel hit by suspected Iranian drone , US official says",reuters.com,United States,12,israeli managed vessel hit suspected iranian drone u official say
20231125T194500Z,https://gcaptain.com/israeli-managed-vessel-hit-by-suspected-iranian-drone/,Israeli - Managed Vessel Hit By Suspected Iranian Drone,gcaptain.com,United States,12,israeli managed vessel hit suspected iranian drone
20231231T173000Z,https://www.breitbart.com:443/europe/2023/12/31/global-shipping-giant-maersk-halts-ships-passage-via-red-sea-for-48-hours/,Global Shipping Giant Maersk Halts Ship Passage via Red Sea for 48 Hours,breitbart.com,United States,1,global shipping giant maersk halt ship passage via red sea 48 hour
20231124T230000Z,https://www.gulf-times.com/article/672336/business/qterminals-debuts-remote-crane-operation-highest-productivity-ever-recorded-at-hamad-port,QTerminals debuts remote crane operation ; highest productivity ever recorded at Hamad Port,gulf-times.com,Qatar,12,qterminals debut remote crane operation highest productivity ever recorded hamad port
20231222T034500Z,https://sg.news.yahoo.com/red-sea-tensions-leave-global-032413166.html,"Red Sea tensions leave global supply chains in limbo , Singapore offers port relief",sg.news.yahoo.com,United States,12,red sea tension leave global supply chain limbo singapore offer port relief
20231106T053000Z,https://news.webindia123.com/news/Articles/Business/20231106/4136759.html,Mundra is India first port to handle cargo volumes of 16 MMT in a month,news.webindia123.com,India,12,mundra india first port handle cargo volume 16 mmt month
20231106T051500Z,https://www.ndtv.com/india-news/adani-groups-flagship-mundra-port-is-indias-first-port-to-handle-cargo-volumes-of-16-mmt-in-a-month-4548936,Adani Group Flagship Mundra Becomes India First Port To Handle 16 . 1 Million Tonnes Of Cargo,ndtv.com,India,12,adani group flagship mundra becomes india first port handle 16 1 million tonne cargo
20231121T080000Z,https://leadership.ng/terminal-to-receive-largest-container-in-west-africa/,Terminal To Receive Largest Container In West Africa,leadership.ng,Nigeria,13,terminal receive largest container west africa
20231216T033000Z,https://www.theguardian.com/world/2023/dec/16/shipping-companies-suspend-red-sea-traffic-after-yemen-rebel-attacks,Shipping companies suspend Red Sea traffic after Yemen rebel attacks,theguardian.com,United Kingdom,3,shipping company suspend red sea traffic yemen rebel attack
20231231T154500Z,https://timesofindia.indiatimes.com/world/us/us-strikes-kill-10-huthi-rebels-attacking-ship-in-red-sea/articleshow/106424250.cms,US strikes kill 10 Huthi rebels attacking ship in Red Sea,timesofindia.indiatimes.com,India,3,u strike kill 10 huthi rebel attacking ship red sea
20231231T174500Z,https://www.thehindu.com/news/international/us-strikes-kill-10-houthi-rebels-attacking-ship-in-red-sea/article67692239.ece,U . S . strikes kill 10 Houthi rebels attacking ship in Red Sea,thehindu.com,India,3,u strike kill 10 houthi rebel attacking ship red sea
20231215T193000Z,https://timesofoman.com/article/139788-yemen-maersk-halts-red-sea-shipping-after-another-attack,Yemen : Maersk halts Red Sea shipping after another attack,timesofoman.com,Oman,3,yemen maersk halt red sea shipping another attack
20231212T180000Z,https://www.latimes.com/world-nation/story/2023-12-12/missile-yemen-houthi-rebels-hits-norwegian-tanker-red-sea,Missile fired by Houthi rebels hits Norway - flagged tanker,latimes.com,United States,3,missile fired houthi rebel hit norway flagged tanker
20231006T180000Z,https://www.middleeastmonitor.com/20231006-turkiye-ship-not-damaged-in-black-sea-explosion-maritime-authority/,Turkiye ship not damaged in Black Sea explosion â€“ maritime authority,middleeastmonitor.com,Israel,6,turkiye ship damaged black sea explosion â€ “ maritime authority
20231006T124500Z,https://www.reuters.com/world/turkish-ship-not-damaged-black-sea-explosion-maritime-authority-2023-10-06/,Turkish ship not damaged in Black Sea explosion â€“ maritime authority,reuters.com,United States,6,turkish ship damaged black sea explosion â€ “ maritime authority
20231127T054500Z,https://www.standardmedia.co.ke/business/business/article/2001486170/mombasa-registers-more-cargo-as-kpa-ups-handling-efficiency,Mombasa registers more cargo as KPA ups handling efficiency,standardmedia.co.ke,Kenya,13,mombasa register cargo kpa ups handling efficiency
20240101T090000Z,https://www.gdnonline.com/Details/1299445,International Business : Maersk suspends Red Sea sailing after Houthi attack,gdnonline.com,United States,3,international business maersk suspends red sea sailing houthi attack
20231204T033000Z,https://www.scmp.com/news/world/middle-east/article/3243719/us-warship-shoots-down-drones-commercial-vessels-hit-houthi-attack-red-sea,US warship shoots down drones as commercial vessels hit by Houthi attack in Red Sea,scmp.com,China,3,u warship shoot drone commercial vessel hit houthi attack red sea
20231231T180000Z,https://economictimes.indiatimes.com/news/international/business/maersk-pauses-red-sea-sailings-after-houthi-attack-on-container-ship/articleshow/106424972.cms,Houthi attack : Maersk pauses Red Sea sailings after Houthi attack on container ship,economictimes.indiatimes.com,India,3,houthi attack maersk pause red sea sailing houthi attack container ship
20231215T223000Z,https://borneobulletin.com.bn/yemen-rebels-hit-cargo-ship-in-latest-red-sea-attack/,Yemen rebels hit cargo ship in latest Red Sea attack | Borneo Bulletin Online,borneobulletin.com.bn,Brunei,3,yemen rebel hit cargo ship latest red sea attack borneo bulletin online
20231231T131500Z,https://www.bloomberg.com/news/articles/2023-12-31/maersk-delays-red-sea-transits-again-after-ship-attacked-twice,Maersk Delays Red Sea Transits Again After Ship Attacked Twice,bloomberg.com,United States,3,maersk delay red sea transit ship attacked twice
20231215T161500Z,https://www.ibtimes.com/yemen-rebels-hit-cargo-ship-latest-red-sea-attack-3720786,Yemen Rebels Hit Cargo Ship In Latest Red Sea Attack,ibtimes.com,United States,3,yemen rebel hit cargo ship latest red sea attack
20231216T181500Z,https://www.dhakatribune.com/world/middle-east/334079/shipping-firms-suspend-red-sea-traffic-after-yemen,Shipping firms suspend Red Sea traffic after Yemen rebel strikes,dhakatribune.com,Bangladesh,1,shipping firm suspend red sea traffic yemen rebel strike
20231111T143000Z,https://www.thehindu.com/news/national/kerala/chinese-ship-crew-await-centres-clearance-to-berth-at-vizhinjam-port/article67524670.ece,"Chinese ship , crew await Centre clearance to berth at Vizhinjam port",thehindu.com,India,12,chinese ship crew await centre clearance berth vizhinjam port
20231215T191500Z,https://www.albawaba.com/news/houthi-strike-two-cargo-ships-red-sea-ballistic-missiles-1545251,Houthi strike two cargo ships in red sea with ballistic missiles,albawaba.com,Israel,11,houthi strike two cargo ship red sea ballistic missile
20231125T153000Z,https://www.vanguardngr.com/2023/11/israeli-owned-ship-hit-in-suspected-iran-drone-attack/,Israeli - owned ship hit in suspected Iran drone attack,vanguardngr.com,Nigeria,3,israeli owned ship hit suspected iran drone attack
20231121T024500Z,https://www.thestandard.com.hk/section-news/section/4/258000/Maritime-and-port-masterplan-in-works,Maritime and port masterplan in works,thestandard.com.hk,Hong Kong,12,maritime port masterplan work
20231012T204500Z,https://www.thedailystar.net/business/economy/news/foreign-vessels-face-hassles-getting-waivers-3442001,Foreign vessels face hassles getting waivers,thedailystar.net,Bangladesh,12,foreign vessel face hassle getting waiver
20231203T221500Z,https://www.marinelink.com/news/pentagon-aware-attacks-claimed-houthis-509857,Pentagon Aware Of Attacks Claimed By Houthis,marinelink.com,United States,3,pentagon aware attack claimed houthis
20231212T214500Z,https://www.nzherald.co.nz/world/yemens-houthi-rebels-strike-a-norwegian-flagged-tanker-in-the-red-sea-with-missile/HIVXUQDPVFBEXJ5545MW3VQSCE/,Yemen Houthi rebels strike a Norwegian - flagged tanker in the Red Sea with missile,nzherald.co.nz,New Zealand,3,yemen houthi rebel strike norwegian flagged tanker red sea missile
20231119T163000Z,https://www.ndtv.com/world-news/india-bound-ship-hijacked-by-yemens-houthi-rebels-in-red-sea-report-4587686,India - Bound Ship Hijacked By Yemen Houthi Rebels In Red Sea : Report,ndtv.com,India,3,india bound ship hijacked yemen houthi rebel red sea report
20231125T143000Z,https://www.brecorder.com/news/40275121/israeli-owned-ship-hit-in-suspected-iran-drone-attack-us-defence-official,Israeli - owned ship hit in suspected Iran drone attack : US defence official - World,brecorder.com,Pakistan,3,israeli owned ship hit suspected iran drone attack u defence official world
20231127T060000Z,https://timesofindia.indiatimes.com/world/middle-east/tanker-in-middle-east-safe-from-attackers-after-us-navy-responds-officials-say/articleshow/105524744.cms,"Tanker in Middle East safe from attackers after US navy responds , officials say",timesofindia.indiatimes.com,India,3,tanker middle east safe attacker u navy responds official say
20231127T094500Z,https://tribune.com.pk/story/2448141/tanker-in-middle-east-safe-from-attackers-after-us-navy-responds-officials-say,US Navy saves tanker in Middle East from attackers,tribune.com.pk,Pakistan,3,u navy save tanker middle east attacker
20231216T073000Z,https://www.ndtv.com/india-news/indian-navy-responds-to-hijacking-attempt-on-malta-ship-in-the-arabian-sea-4683893,Indian Navy Warship Comes To Aid Of Malta Vessel Hijacked In Arabian Sea,ndtv.com,India,3,indian navy warship come aid malta vessel hijacked arabian sea
20231024T124500Z,https://www.zawya.com/en/press-release/companies-news/gt-usas-canaveral-cargo-terminal-records-heaviest-lift-crane-operations-mm8gov7z,GT united states Canaveral Cargo Terminal records heaviest lift crane operations,zawya.com,United Arab Emirates,13,gt united state canaveral cargo terminal record heaviest lift crane operation
20231127T071500Z,https://www.brecorder.com/news/40275332/tanker-in-middle-east-safe-from-attackers-after-us-navy-responds-officials-say,"Tanker in Middle East safe from attackers after US Navy responds , officials say - World",brecorder.com,Pakistan,3,tanker middle east safe attacker u navy responds official say world
20240101T003000Z,https://www.prokerala.com/news/articles/a1492680.html,Yemen Houthi group says 10 fighters killed by US Navy forces in Red Sea,prokerala.com,India,13,yemen houthi group say 10 fighter killed u navy force red sea
20231203T211500Z,https://www.jpost.com/middle-east/article-776378,Pentagon aware of attacks claimed by Houthis on ships in Red Sea,jpost.com,Israel,3,pentagon aware attack claimed houthis ship red sea
20231126T184500Z,https://www.marketscreener.com/news/latest/Israeli-linked-chemical-tanker-seized-in-Gulf-of-Aden-US-official-vessel-company-45439097/,"Israeli - linked chemical tanker seized in Gulf of Aden - US official , vessel company",marketscreener.com,,12,israeli linked chemical tanker seized gulf aden u official vessel company
20231204T054500Z,https://www.unionleader.com/news/world/multiple-commercial-vessels-attacked-in-red-sea/article_b5f61d5c-3667-5963-8427-0e0624d534c2.html,Multiple commercial vessels attacked in Red Sea,unionleader.com,United States,3,multiple commercial vessel attacked red sea
20231219T054500Z,https://www.nwitimes.com/news/local/former-port-of-indiana-burns-harbor-director-returns-to-work-on-business-development-initiative/article_081c729c-9df3-11ee-8b12-cba39908401d.html,Former Port of Indiana - Burns Harbor director returns to work on business development initiative,nwitimes.com,United States,12,former port indiana burn harbor director return work business development initiative
20231219T064500Z,https://allafrica.com/stories/202312190070.html,Somalia : Experts Warn That Somali Pirates May Cooperate With Yemen Houthis,allafrica.com,Nigeria,11,somalia expert warn somali pirate may cooperate yemen houthis
20231215T154500Z,https://www.dw.com/en/german-ship-al-jasrah-attacked-near-yemen-in-the-red-sea/a-67728286,German container ship attacked in Red Sea off Yemen coast â€“ DW â€“ 12 / 15 / 2023,dw.com,Germany,3,german container ship attacked red sea yemen coast â€ “ dw â€ “ 12 15 2023
20231024T213000Z,https://www.ajot.com/news/port-of-oakland-september-container-volume-holds-steady,Port of Oakland September container volume holds steady,ajot.com,United States,12,port oakland september container volume hold steady
20231121T130000Z,https://www.livemint.com/news/world/indiabound-cargo-ship-hijacked-by-houthi-rebels-in-rea-sea-watch-11700568921144.html,India - bound cargo ship hijacked by Houthi rebels in Rea Sea | Watch,livemint.com,India,3,india bound cargo ship hijacked houthi rebel rea sea watch
